temperature,humidity,rainfall,population_density,outbreak
33.11103572021701,71.5017288771219,78.13135441694315,784.0424853648797,1
24.305834411096154,57.02879687105593,124.00839716678522,500.3226919329697,0
35.195558937101346,55.05795098927227,24.581132477265317,753.5630098000138,0
29.6211785673227,68.91148930847568,45.36779168435033,714.0584095873278,0
33.35240308620606,64.90648370919902,34.72707038167949,221.82621558423202,0
24.64071383479922,68.97681845749905,199.79919465592639,228.5991407730405,0
22.23120616991968,54.33302906435115,88.91780703204194,779.8078138907206,1
34.08944829012514,58.34789159084976,121.37211549457703,749.1414641368755,1
31.882047630487584,44.19489803144546,14.674283209762292,440.22769018687933,0
25.48974222821245,42.613818613610285,74.03605965531098,169.68003699955608,0
25.651684593626527,52.67285648365081,15.42644153298865,110.88821952860698,0
35.62717392207385,43.71234296652729,11.706593457142914,359.34125451557037,0
24.05294053566336,45.18873543173704,144.35838849758125,108.30004622850424,0
38.21336476627982,80.64642026969685,0.9746590116042728,307.06535899333306,0
25.496896326760655,41.943684850834465,168.1787583243382,477.5506661902047,0
33.191959628041914,72.94713969673714,8.082547490869581,209.27418878075878,0
28.356907621255075,53.627887440770024,85.58407614382928,193.8499820483916,0
33.01593715541171,83.57728403540632,16.14284607084947,906.7936921468629,0
27.279429989429037,64.24961422887498,21.593200199851665,626.9230261206003,0
29.18603546963853,55.27882296639129,12.215659724325203,941.0101180865033,0
30.204595876978605,65.88194678447172,44.03580915507416,411.2435474071113,0
24.989062721092637,59.097900952263444,21.392863652588254,709.4304435962468,0
33.70412172710063,68.21505323349152,53.55856882935333,284.2225071596114,0
27.433932167642073,45.726643416317415,0.7885514710135955,656.5062855519471,0
28.857000423299908,89.84952514062755,3.3270199654314174,216.627157008986,0
25.028253126957438,61.27779388483587,5.24920447748725,101.87257525865718,0
17.188331706023448,57.411531985368434,27.14968267660999,938.3786212686211,1
29.044861186999157,75.51049241581325,84.31491455003729,599.4049385576884,0
42.063077108064576,58.19497032476662,109.54230780945518,934.2465965038355,0
33.92302143949012,81.66371525143788,14.039344286545965,400.44837133186485,0
29.903698101328025,62.71353621802126,42.70921034141711,395.0074622455811,0
